doy,year,tmax,tmin
84,2017,14.04638481,1.868114591
84,2018,15.95205975,0.852841914
84,2019,10.63576984,-2.010166407
84,2020,18.91608429,2.820585728
85,2001,18.56134605,3.88585639
85,2002,16.68906975,-0.017811224
85,2003,13.24362087,5.044711113
85,2004,14.33764935,3.579436779
85,2005,9.706570625,-1.07880187
85,2006,18.26602745,1.885060549
85,2007,15.10302639,5.85211134
85,2008,11.71733189,0.272045434
85,2009,7.593142986,0.036056973
85,2010,8.850903511,1.981431723
85,2011,7.186463833,-0.6750471
85,2012,9.221655846,0.863504291
85,2013,7.996319294,-0.976377785
85,2014,16.93968391,13.07593632
85,2015,14.784729,-2.834147215
85,2016,12.45847225,1.255126238
85,2017,9.703133583,5.296263218
85,2018,18.24165344,2.457232237
85,2019,14.79632378,0.276660711
85,2020,22.97109795,5.449243546
86,2001,10.55144882,0.542373359
86,2002,16.60808754,2.456462383
86,2003,20.10345268,3.049252033
86,2004,17.65817642,0.079079546
86,2005,16.97650146,1.449150801
86,2006,15.98433685,4.864581585
86,2007,19.89824677,2.906962395
86,2008,11.60382843,1.970150828
86,2009,12.04813194,-0.055237774
86,2010,8.063061714,-1.614634037
86,2011,8.943145752,-3.985447645
86,2012,9.977129936,-2.032996416
86,2013,13.39151478,-2.801496983
86,2014,19.64850235,9.589903831
86,2015,17.50091362,-2.009779215
86,2016,11.61796188,-0.109200686
86,2017,11.28189087,3.150993586
86,2018,19.59375572,4.114622116
86,2019,19.74642944,3.268696308
86,2020,16.90064812,11.69168949
87,2001,12.12878704,-1.014818311
87,2002,17.30273247,6.10883379
87,2003,13.58139992,2.548150063
87,2004,18.26891518,3.002109289
87,2005,15.2790699,2.134505749
87,2006,15.99042511,1.893612146
87,2007,16.27033615,6.867945194
87,2008,13.35285854,3.377838135
87,2009,11.28035069,-1.631576896
87,2010,12.35399723,0.968370676
87,2011,12.79219437,-3.154705048
87,2012,16.59259033,-1.57164073
87,2013,17.6163063,2.984603643
87,2014,19.83164406,7.334227562
87,2015,17.84150124,-0.663888574
87,2016,13.79526424,0.501517236
87,2017,10.90417862,3.66806531
87,2018,21.63359642,6.140733242
87,2019,22.25543594,7.191763878
87,2020,15.71115494,5.022454739
88,2001,7.971768856,1.780040026
88,2002,21.33374405,5.470413685
88,2003,10.37687683,-0.046470925
88,2004,21.57286453,1.443407893
88,2005,14.50961208,2.685067177
88,2006,5.376501083,0.761395216
88,2007,21.26225281,3.770307541
88,2008,12.60436153,2.085432291
88,2009,12.83285809,-0.715219796
88,2010,10.16018867,0.703701854
88,2011,11.65824032,1.352674723
88,2012,18.07718658,5.052634716
88,2013,17.30215645,0.898031116
88,2014,25.90673828,7.256554127
88,2015,19.00286484,0.106945097
88,2016,17.91002274,0.417563468
88,2017,14.10400772,1.392181635
88,2018,22.21632195,7.341659069
88,2019,17.32997131,6.56515789
88,2020,11.56215477,3.063856363
89,2001,8.398008347,-0.918046951
89,2002,19.49701881,5.243959904
89,2003,14.31957817,-1.627262592
89,2004,22.44478416,7.203775406
89,2005,10.26358986,-0.737234414
89,2006,11.15225983,-2.715599298
89,2007,20.77529716,6.73579216
89,2008,13.92017365,5.096988678
89,2009,13.10533428,0.014535199
89,2010,13.17317486,-2.38351059
89,2011,10.95565891,-1.743751049
89,2012,21.5124321,4.624566078
89,2013,13.41457081,2.41986537
89,2014,17.5634861,13.82407093
89,2015,19.4425354,5.883026123
89,2016,18.59980011,6.417118549
89,2017,14.92371941,3.992791414
89,2018,21.8383522,9.625491142
89,2019,17.25629044,4.572860718
89,2020,15.7247076,0.053113967
90,2001,7.105733395,-0.651258349
90,2002,21.82050705,4.304973125
90,2003,20.95633698,5.257097721
90,2004,16.28920937,3.45966506
90,2005,13.88961792,-1.620105624
90,2006,10.15899086,0.175910562
90,2007,17.10967064,6.741747379
90,2008,13.00753307,5.580982208
90,2009,14.83671379,2.773761272
90,2010,14.82171726,1.829131246
90,2011,14.30034447,-0.731867313
90,2012,15.93321609,5.446115971
90,2013,12.93564701,0.600839734
90,2014,18.23855209,8.617982864
90,2015,23.0595665,5.523942471
90,2016,21.57585526,7.077001572
90,2017,19.01449013,2.994650364
90,2018,21.84922218,8.679660797
90,2019,10.01289177,4.209915161
90,2020,17.25608253,6.149096489
91,2001,10.64667606,-1.273280263
91,2002,14.99600697,5.750652313
91,2003,22.97150803,13.32755566
91,2004,14.76246357,-0.711971343
91,2005,17.76540375,1.039637089
91,2006,18.85959053,-2.521858931
91,2007,14.93362522,6.799167633
91,2008,11.90151119,3.300900459
91,2009,10.43051243,2.965993643
91,2010,13.33365917,6.462702751
91,2011,19.19389534,-0.060142923
91,2012,11.96792126,2.14655757
91,2013,15.26986694,3.091824532
91,2014,19.86099625,6.321951389
91,2015,16.44374466,8.993806839
91,2016,22.95396996,6.487817764
91,2017,14.81832314,6.122351646
91,2018,22.78794479,9.304335594
91,2019,8.87506485,2.792398453
91,2020,19.21910477,3.574135303
92,2001,12.79546642,-0.589345694
92,2002,24.27778816,4.611887455
92,2003,24.37695694,13.13515091
92,2004,17.83332062,1.514623046
92,2005,20.61952591,2.906200171
92,2006,15.06077576,8.107867241
92,2007,12.04801846,5.725243092
92,2008,15.14328384,2.57153511
92,2009,9.168237686,0.092956938
92,2010,11.49093819,4.034329414
92,2011,19.47910309,0.077485062
92,2012,11.75659275,-1.428132296
92,2013,20.20029259,1.809914112
92,2014,23.27755165,4.919898987
92,2015,18.65182304,12.34903526
92,2016,23.50804138,5.420568943
92,2017,13.52163029,4.583181381
92,2018,22.60438347,10.79684925
92,2019,11.94618797,0.389880627
92,2020,16.9422245,5.694142818
93,2001,17.89199257,1.167379856
93,2002,26.01242065,6.050750732
93,2003,21.98233604,9.518315315
93,2004,11.54696751,5.118180275
93,2005,19.43305588,5.380741119
93,2006,13.19955349,3.092648745
93,2007,11.58812237,3.201135397
93,2008,16.38662529,4.091892719
93,2009,14.39593792,-1.237456441
93,2010,12.02546406,-0.216257095
93,2011,14.76569653,5.576025486
93,2012,18.88869095,3.147324562
93,2013,10.56778049,4.930190563
93,2014,22.7597847,6.148910046
93,2015,21.74761963,11.10445309
93,2016,23.91077805,7.420437336
93,2017,15.36078644,1.390396118
93,2018,25.68130302,11.8301878
93,2019,13.00903988,0.556280077
93,2020,17.05580139,2.315892458
94,2001,16.17369843,4.120296001
94,2002,23.6934948,11.40924263
94,2003,20.7142067,5.657724857
94,2004,10.92164707,2.334531546
94,2005,12.17921638,4.364748478
94,2006,19.13971329,2.428417206
94,2007,10.37735939,0.384320498
94,2008,16.54469109,2.466314554
94,2009,14.57962513,2.921421766
94,2010,12.30417538,-0.366251409
94,2011,11.50481606,5.582791805
94,2012,15.67299652,3.276784182
94,2013,16.86593437,4.24538517
94,2014,18.83686447,4.642195702
94,2015,20.26235771,8.290163994
94,2016,16.6211586,10.48118401
94,2017,18.46508598,2.000620842
94,2018,25.36269379,13.35356045
94,2019,13.80676746,-0.551026344
94,2020,17.20868111,2.525888205
95,2001,18.31713867,0.353713036
95,2002,22.99893188,5.60052824
95,2003,15.70230007,6.570177078
95,2004,13.0878973,-0.105442576
95,2005,16.25377083,0.648404658
95,2006,14.70975971,9.691679955
95,2007,11.60754871,2.102716923
95,2008,19.37202454,2.418109894
95,2009,14.70161724,5.593936443
95,2010,17.81718063,-0.679472864
95,2011,16.7510128,2.976524591
95,2012,16.96500015,0.036353972
95,2013,23.5865345,3.629955769
95,2014,11.90133286,3.06309557
95,2015,19.67007065,8.954797745
95,2016,17.90975189,9.558917999
95,2017,22.565588,5.3634758
95,2018,18.3380909,11.4219532
95,2019,17.16254044,0.182265088
95,2020,15.38589382,2.811280251
96,2001,18.10847473,2.304088593
96,2002,26.31475258,6.970731735
96,2003,18.83205605,2.382184267
96,2004,16.73246574,-0.132644683
96,2005,25.01041031,4.948970795
96,2006,17.61146164,5.374838829
96,2007,16.52669334,-0.602642894
96,2008,21.68064499,6.154711723
96,2009,16.96993446,3.283539534
96,2010,19.67232895,6.46867609
96,2011,19.29489517,0.666500628
96,2012,14.02214432,1.941862226
96,2013,23.58373451,5.676747322
96,2014,11.89760971,0.163886502
96,2015,14.60825539,11.16466331
96,2016,19.1523838,4.80398035
96,2017,16.47909355,10.22547626
96,2018,12.94910622,9.701652527
96,2019,17.82472038,4.413711548
96,2020,13.12918663,0.146796525
97,2001,20.3443737,2.608725548
97,2002,17.30416679,11.87003517
97,2003,19.18235207,2.489641905
97,2004,17.18033791,1.712234855
97,2005,20.19672775,10.57194614
97,2006,16.98157692,2.586663008
97,2007,17.40963364,3.876600981
97,2008,24.84467697,4.917300224
97,2009,17.6265583,2.132912636
97,2010,12.60905075,4.490622044
97,2011,20.28607559,0.892074347
97,2012,12.59026432,-0.022682933
97,2013,15.08667946,3.6138165
97,2014,13.66062069,2.124748707
97,2015,13.62348652,6.720601559
97,2016,22.90844917,5.405133247
97,2017,15.86158657,8.589922905
97,2018,10.7506628,3.468631744
97,2019,21.7148838,2.110007763
97,2020,17.01346397,0.396817982
98,2001,23.0460186,10.35645962
98,2002,18.41810036,9.649524689
98,2003,18.85486031,4.336063385
98,2004,15.83588696,5.30009985
98,2005,24.41327286,11.95687866
98,2006,18.53152466,7.610517979
98,2007,15.92804527,2.867191315
98,2008,16.46842194,8.278755188
98,2009,23.0941143,5.520151615
98,2010,14.03477192,-0.754062474
98,2011,15.90865517,8.86528492
98,2012,14.66247845,-0.333319187
98,2013,8.322909355,1.145193338
98,2014,17.55343819,3.397755384
98,2015,14.08512211,5.600531578
98,2016,16.69804573,9.010827065
98,2017,22.92893219,8.46965313
98,2018,9.087592125,0.904017627
98,2019,20.11930847,8.440226555
98,2020,17.54466057,3.723393917
99,2001,24.91166496,8.53041935
99,2002,15.7914381,6.77846384
99,2003,11.50524712,7.283272743
99,2004,18.12626648,0.028669233
99,2005,26.02658463,10.5523386
99,2006,17.57398605,4.445671558
99,2007,16.40678596,4.792271137
99,2008,23.64875984,5.473334789
99,2009,24.06539726,6.719810963
99,2010,17.91711044,-0.377339721
99,2011,16.92489243,5.753632069
99,2012,22.19613457,4.195567131
99,2013,17.33876419,0.110449307
99,2014,21.0872612,1.986427903
99,2015,14.93764496,5.960869789
99,2016,20.96853256,8.392766953
99,2017,21.74736595,8.062963486
99,2018,15.28725243,-0.134399951
99,2019,19.87405777,5.450483322
99,2020,16.70879555,4.366478443
100,2001,28.74685478,13.45845795
100,2002,12.97851086,3.819341183
100,2003,13.54548264,4.771435261
100,2004,21.70466614,3.584151745
100,2005,22.32056618,13.87646008
100,2006,23.0880928,9.613857269
100,2007,17.16520691,2.199685097
100,2008,16.30104828,10.43526459
100,2009,26.7074337,6.279108047
100,2010,20.59971046,4.288166046
100,2011,17.4010582,2.362859726
100,2012,22.45547676,12.85501575
100,2013,13.58771706,4.159155369
100,2014,19.68865013,4.083453655
100,2015,16.09626007,6.445761204
100,2016,23.70928383,6.792302132
100,2017,21.80233383,8.372925758
100,2018,18.9013443,6.947985649
100,2019,19.72128868,6.795327663
100,2020,14.70219994,2.063264132
101,2001,24.35473061,9.967340469
101,2002,15.09682941,2.758157015
101,2003,19.63029289,3.364917517
101,2004,24.13127518,5.450528622
101,2005,18.63744164,7.20940876
101,2006,16.38167,12.82375336
101,2007,19.2988205,3.058792353
101,2008,18.3262825,8.994776726
101,2009,26.37430191,6.891849995
101,2010,16.40900612,7.659193039
101,2011,21.04125786,4.877164841
101,2012,17.93510818,11.73370075
101,2013,10.18657303,1.212619185
101,2014,21.48167419,8.048934937
101,2015,19.33431053,3.091302156
101,2016,23.6542511,8.917773247
101,2017,22.56039238,11.21390247
101,2018,24.05626678,10.40084553
101,2019,10.43120956,5.561563969
101,2020,16.17373085,6.17164278
102,2001,10.72887516,4.373473644
102,2002,14.74479485,3.079842329
102,2003,16.11939621,6.777447701
102,2004,21.05728722,10.82299614
102,2005,18.74141693,6.3980546
102,2006,16.15606117,11.00362206
102,2007,20.27504921,3.743161201
102,2008,21.79109192,6.224830151
102,2009,27.19584656,6.364245415
102,2010,20.7864399,8.740459442
102,2011,15.79153442,4.004588604
102,2012,16.255476,4.73184824
102,2013,12.72411728,2.372404337
102,2014,19.48729897,10.27611732
102,2015,22.00907135,4.261336327
102,2016,20.18849754,8.976061821
102,2017,16.76791,8.071702957
102,2018,20.40893555,9.235596657
102,2019,15.08412361,3.709455967
102,2020,11.9959259,5.029736996
103,2001,14.8734293,3.502266407
103,2002,18.46938896,5.37389183
103,2003,18.59545517,8.890702248
103,2004,23.97389793,7.756483078
103,2005,14.6807909,6.342488766
103,2006,18.69287491,7.629938126
103,2007,23.3575592,6.86105299
103,2008,20.19607162,6.652653694
103,2009,24.39343071,8.956853867
103,2010,20.72769928,10.20228672
103,2011,17.27720642,0.062603891
103,2012,16.38637352,1.734141707
103,2013,12.90863514,-0.108769238
103,2014,21.80455017,10.87153244
103,2015,20.52916336,6.400840759
103,2016,23.44322205,9.012537956
103,2017,17.43830872,5.873766422
103,2018,19.84196472,5.048248291
103,2019,17.2333374,4.415923119
103,2020,15.67677879,2.812660694
104,2001,19.68314552,3.058055639
104,2002,20.37974548,5.504759789
104,2003,19.17838287,6.475345612
104,2004,23.63895035,9.113055229
104,2005,15.12253094,3.623596907
104,2006,10.929739,6.533832073
104,2007,15.6246233,6.692849159
104,2008,16.59041977,8.836152077
104,2009,23.31005096,8.47871685
104,2010,10.480793,2.58509779
104,2011,19.00029564,1.094627023
104,2012,14.32135868,7.148020267
104,2013,22.33516884,1.350473762
104,2014,19.13337708,9.801671982
104,2015,15.09007072,10.23307896
104,2016,19.48459625,12.8775034
104,2017,19.86664391,4.77590847
104,2018,18.83004379,7.358060837
104,2019,19.33720207,3.911751509
104,2020,16.28125191,3.748617649
105,2001,15.22145462,5.747135639
105,2002,25.80631256,14.0667944
105,2003,20.2413044,7.349876881
105,2004,24.18862343,8.400770187
105,2005,19.10957336,1.679494262
105,2006,19.21714592,4.994767666
105,2007,18.31558228,3.607782364
105,2008,21.63603592,6.408812523
105,2009,22.62718201,10.3219471
105,2010,7.851591587,0.304784864
105,2011,21.139925,1.189668298
105,2012,19.65091896,6.729761124
105,2013,18.60232925,2.781467199
105,2014,23.47829247,5.695446968
105,2015,14.59920311,6.814887524
105,2016,17.42430305,9.875138283
105,2017,20.98151588,10.25625706
105,2018,14.7646389,7.286850929
105,2019,14.38615417,6.387194633
105,2020,20.01829529,3.507364273
106,2001,21.1670475,5.060641289
106,2002,24.73191261,16.10974693
106,2003,22.31471825,3.869010925
106,2004,23.84359169,5.952481747
106,2005,17.19978905,3.801926613
106,2006,15.81550598,4.90496397
106,2007,18.37214279,4.809916019
106,2008,23.76707649,5.584877491
106,2009,19.58702469,9.186454773
106,2010,12.90490246,-1.157635689
106,2011,25.55238533,9.719952583
106,2012,24.25860596,7.289740086
106,2013,13.0765419,0.142085269
106,2014,22.51564598,6.869485855
106,2015,19.95975494,7.156093597
106,2016,25.14175606,7.764830112
106,2017,24.94146919,12.14791012
106,2018,14.86234188,6.035701275
106,2019,18.72365379,2.455967903
106,2020,20.2828331,4.188523769
107,2001,24.23353958,7.166944504
107,2002,20.07296753,9.582175255
107,2003,26.04878044,7.247216702
107,2004,23.48060226,6.495822906
107,2005,19.90888786,0.431893975
107,2006,13.22717667,3.156279087
107,2007,10.50684071,6.719619274
107,2008,22.54750824,10.54824924
107,2009,17.80776596,6.533545017
107,2010,14.30429745,1.065667033
107,2011,19.99925232,7.024713516
107,2012,19.86797714,5.742577076
107,2013,28.00348854,9.603180885
107,2014,24.09367371,10.22078037
107,2015,21.10217667,5.631722927
107,2016,20.11637878,10.43359756
107,2017,28.67931557,8.775434494
107,2018,17.93809891,3.038377047
107,2019,24.14331245,4.321275711
107,2020,24.80211639,4.881197453
108,2001,25.87727356,5.159902573
108,2002,14.01885319,6.639389515
108,2003,27.85061836,12.5855999
108,2004,26.72842979,8.366186142
108,2005,23.94853401,5.513114452
108,2006,20.72345543,1.455033541
108,2007,13.85874939,4.573963165
108,2008,21.56056976,11.12900352
108,2009,21.08833694,2.662472248
108,2010,15.98793983,-0.370883882
108,2011,21.25792694,4.89396286
108,2012,19.92621422,4.556805611
108,2013,20.94184685,11.8215332
108,2014,21.83208275,6.51185894
108,2015,19.6919632,2.582201958
108,2016,17.90378952,9.309307098
108,2017,17.28975105,11.31275177
108,2018,20.20671082,7.403827667
108,2019,22.97481155,10.4441576
108,2020,20.31024361,10.17183495
109,2001,26.56032562,5.731908321
109,2002,16.3311348,3.843114614
109,2003,23.54967308,13.80017757
109,2004,25.46350479,8.032683372
109,2005,26.12070084,11.09054565
109,2006,24.62133026,11.45046902
109,2007,17.5296402,4.995055199
109,2008,24.92688179,8.398338318
109,2009,24.95162964,4.815395355
109,2010,17.36840248,4.270410538
109,2011,10.76821423,5.391729832
109,2012,23.73412704,6.452508926
109,2013,17.85974312,6.405255318
109,2014,20.328228,11.24305248
109,2015,24.89500427,3.967786074
109,2016,17.72817421,7.98855114
109,2017,22.50225639,9.21415329
109,2018,20.01774025,5.782890797
109,2019,23.15986633,9.138252258
109,2020,16.95633316,8.402769089
110,2001,23.40670776,6.129158974
110,2002,20.35593224,3.769006252
110,2003,14.30589962,8.765014648
110,2004,18.6882,11.92606735
110,2005,25.47426224,11.61213493
110,2006,17.33004761,6.671071053
110,2007,21.10424995,3.909509659
110,2008,27.82351303,8.440983772
110,2009,28.87002373,8.698519707
110,2010,18.78418159,13.14467335
110,2011,16.04269981,3.849751472
110,2012,22.40461159,10.12151814
110,2013,17.90943527,2.19656086
110,2014,20.19290352,10.72020817
110,2015,20.18265533,13.84955883
110,2016,19.75481796,7.771366119
110,2017,18.12998581,7.072326183
110,2018,22.30666733,4.845328331
110,2019,21.17110634,12.63068771
110,2020,15.86463928,7.845685959
111,2001,21.79603958,10.13645267
111,2002,23.64791489,4.978296757
111,2003,11.93313408,8.474790573
111,2004,23.64618111,11.15230846
111,2005,16.87586403,8.23596096
111,2006,9.648039818,5.281847954
111,2007,21.06525993,10.69675159
111,2008,25.88214493,8.265482903
111,2009,17.73465347,11.50153732
111,2010,24.77062607,10.22199154
111,2011,19.20256424,2.643700838
111,2012,23.55278587,12.2610836
111,2013,8.735071182,2.522300482
111,2014,21.64696884,10.92681026
111,2015,16.77017975,9.421117783
111,2016,21.80332756,8.546011925
111,2017,15.43392277,8.849239349
111,2018,28.39583969,8.32473278
111,2019,23.00786209,12.10101795
111,2020,16.02139473,7.488409042
112,2001,22.38033104,8.904967308
112,2002,25.1762085,10.22297001
112,2003,19.45479774,6.022826195
112,2004,30.30812073,10.32535744
112,2005,16.24352837,6.822472572
112,2006,16.44931602,4.51873064
112,2007,24.67111588,13.16305542
112,2008,24.49410248,14.99725533
112,2009,15.22790241,9.257777214
112,2010,19.83636475,9.481192589
112,2011,22.289711,5.120624542
112,2012,18.223032,13.7139473
112,2013,15.55325794,4.60140276
112,2014,22.01058197,8.294112206
112,2015,21.17543793,7.374763489
112,2016,16.66231918,12.20396805
112,2017,19.32995987,6.731214523
112,2018,27.61252213,10.41785526
112,2019,22.20606804,13.7115469
112,2020,13.6892786,5.472780704
113,2001,22.29957008,3.05072546
113,2002,28.25327301,10.93246174
113,2003,15.67161369,9.762008667
113,2004,27.84548569,12.95048523
113,2005,18.112957,4.529816151
113,2006,18.43209267,6.28574419
113,2007,20.32721519,9.50296402
113,2008,26.165905,12.35980797
113,2009,16.98124504,6.107244968
113,2010,14.54598141,9.118010521
113,2011,15.7909584,8.650380135
113,2012,15.96899605,8.076377869
113,2013,19.75201225,2.166108608
113,2014,22.33595467,9.502638817
113,2015,20.09918213,6.237009048
113,2016,25.57287025,12.58793259
113,2017,20.7000618,6.99845171
113,2018,24.72701836,14.66087055
113,2019,28.9718647,11.52924919
113,2020,11.60222912,5.138670444
114,2001,22.65810585,5.125395775
114,2002,22.04929352,9.634638786
114,2003,12.84123993,10.54475212
114,2004,18.25980759,6.397925377
114,2005,21.16287422,3.433909655
114,2006,18.35903931,4.714763165
114,2007,21.62512589,6.425696373
114,2008,15.33391953,7.263647556
114,2009,21.18632889,4.500319958
114,2010,15.6869545,6.65265274
114,2011,15.84370708,6.366250992
114,2012,25.61386681,7.751826763
114,2013,14.17177963,8.258125305
114,2014,24.40062141,6.650648117
114,2015,22.31769371,5.275615215
114,2016,23.51449394,12.22821999
114,2017,22.62158966,6.464877129
114,2018,17.40795708,13.03162384
114,2019,22.26420975,14.64561653
114,2020,14.1271162,4.46542263
115,2001,20.26926804,7.974128723
115,2002,15.51368904,4.506493568
115,2003,17.29794884,10.47169399
115,2004,17.97156143,2.978177786
115,2005,24.10121346,7.92072916
115,2006,17.85708427,4.421383858
115,2007,17.61860466,7.758681774
115,2008,15.76629353,5.651676178
115,2009,16.26869392,9.757998466
115,2010,17.68782043,5.257969379
115,2011,15.90188885,3.704699278
115,2012,30.89957047,11.45922661
115,2013,18.15876961,8.35760498
115,2014,26.61890411,8.679638863
115,2015,22.92667198,8.422816277
115,2016,23.98884773,9.005752563
115,2017,23.29319572,7.544313431
115,2018,15.44021034,11.22529888
115,2019,20.52198601,14.69317055
115,2020,16.46562386,3.055741549
116,2001,19.02065659,4.05185461
116,2002,18.39429092,2.851054907
116,2003,14.37675858,11.6618576
116,2004,21.55196953,2.719591856
116,2005,20.65005302,9.47759819
116,2006,19.14640617,3.200926065
116,2007,20.17468262,6.949549198
116,2008,22.04750633,5.357896805
116,2009,12.50426292,6.507590294
116,2010,22.50388908,3.178012848
116,2011,19.77404213,6.844362736
116,2012,21.46321869,9.45740509
116,2013,14.38853168,6.515804291
116,2014,27.08417511,9.038894653
116,2015,25.01428223,5.805445671
116,2016,26.18129921,9.979780197
116,2017,22.42051506,12.31043816
116,2018,21.91671753,8.472336769
116,2019,16.96906662,10.27089214
116,2020,22.82847404,8.107223511
117,2001,21.09156036,3.975450277
117,2002,21.02892113,4.132671833
117,2003,21.19445229,9.616269112
117,2004,15.87657738,8.222219467
117,2005,23.79040337,7.911231041
117,2006,14.63102627,8.917038918
117,2007,24.28055382,7.885342598
117,2008,12.35084534,6.887175083
117,2009,14.75706387,7.63518095
117,2010,17.43820572,10.00933743
117,2011,17.7797699,12.25751495
117,2012,17.73885727,7.161749363
117,2013,17.84930229,5.890729904
117,2014,25.12456703,11.09001064
117,2015,26.9386673,7.321121216
117,2016,25.97311592,10.36284924
117,2017,20.78512001,10.21957016
117,2018,22.33649063,7.383666039
117,2019,10.47973061,8.133973122
117,2020,19.46426964,6.729942322
118,2001,25.90600586,4.406280518
118,2002,22.31005096,9.293435097
118,2003,23.67432785,9.183757782
118,2004,12.41825485,4.746751308
118,2005,28.1169014,10.03894234
118,2006,17.64414024,7.268992901
118,2007,22.97865486,8.869148254
118,2008,17.48096275,4.651675224
118,2009,17.89673615,6.323513508
118,2010,13.07590961,4.52619648
118,2011,15.90199089,7.319554329
118,2012,26.38785362,6.057760239
118,2013,19.6150074,3.995941162
118,2014,18.86891747,13.50866985
118,2015,26.95497704,10.05138111
118,2016,16.01173973,11.67652607
118,2017,19.41583252,6.49411726
118,2018,21.51231003,7.881540775
118,2019,18.78039932,6.2542243
118,2020,18.48930168,5.653935909
119,2001,25.84622765,8.686281204
119,2002,26.76660156,4.689331532
119,2003,26.14338684,9.421575546
119,2004,19.1339817,2.840002298
119,2005,30.66288376,17.43680954
119,2006,21.71288109,4.560379982
119,2007,22.42835617,4.615491867
119,2008,23.46500969,3.814164162
119,2009,21.65383911,3.719179869
119,2010,11.35710049,3.031714201
119,2011,15.80888653,5.691918373
119,2012,27.27399635,10.29177189
119,2013,24.98930359,8.988110542
119,2014,20.27995491,12.85648346
119,2015,26.10153961,12.16030598
119,2016,19.11773491,10.27017021
119,2017,23.99564171,6.959826946
119,2018,22.76006126,9.18116951
119,2019,18.34053802,9.994447708
119,2020,20.83314133,4.764525414
120,2001,20.37402344,15.2741003
120,2002,20.5321312,15.94494152
120,2003,18.98476601,11.60859489
120,2004,24.84393311,5.617844105
120,2005,27.31664848,17.30892563
120,2006,16.54826736,7.489838123
120,2007,23.804533,4.871242046
120,2008,25.73584366,10.54072857
120,2009,24.40402412,4.975048542
120,2010,15.08160877,6.447395802
120,2011,22.76799965,4.301713943
120,2012,21.67811012,11.7966671
120,2013,18.84507751,7.816660404
120,2014,17.61376572,12.40466881
120,2015,22.09056282,14.67145538
120,2016,21.41566467,8.193547249
120,2017,25.64817047,8.65875721
120,2018,25.12269402,7.654979229
120,2019,13.74802208,9.491173744
120,2020,22.97242546,7.209025383
121,2001,24.80817604,12.70551586
121,2002,20.52529526,14.08396244
121,2003,19.35769463,7.871590614
121,2004,24.5340004,12.27873516
121,2005,29.30483055,17.54893875
121,2006,26.21177292,12.70928574
121,2007,21.17988777,8.756912231
121,2008,27.12290192,12.57902145
121,2009,24.13624382,6.047857285
121,2010,17.12283897,6.016071796
121,2011,25.56864738,14.91183376
121,2012,25.84081268,13.16179085
121,2013,21.09358025,5.541638851
121,2014,20.25577164,11.88510418
121,2015,25.93224525,14.39450359
121,2016,25.22179413,9.077552795
121,2017,27.52502441,13.88543797
121,2018,26.36998177,13.89845371
121,2019,20.80295181,10.4947567
121,2020,27.04585075,7.582920074
122,2001,23.8990097,11.82277679
122,2002,22.61370087,12.53924751
122,2003,23.51041031,5.337103367
122,2004,25.81212616,13.5105772
122,2005,24.53965569,15.16307735
122,2006,26.55566216,14.91017437
122,2007,13.96434402,11.49370003
122,2008,28.25385857,15.45758247
122,2009,25.97704124,8.062169075
122,2010,20.15540123,3.321350336
122,2011,17.03743553,9.540425301
122,2012,24.72413635,14.06943226
122,2013,19.57989693,4.923892021
122,2014,22.56618118,9.287077904
122,2015,25.98176193,13.86393833
122,2016,27.62099075,12.86281872
122,2017,28.46352386,11.92209816
122,2018,26.77326965,15.45353889
122,2019,19.71180725,9.850488663
122,2020,28.87286758,16.27381897
123,2001,21.43902969,11.59842014
123,2002,26.18497467,8.620786667
123,2003,25.39939308,9.070632935
123,2004,22.70264435,16.99203682
123,2005,27.63929749,11.63378429
123,2006,26.19958687,12.42184544
123,2007,21.09704399,10.52136898
123,2008,28.99914932,12.3276701
123,2009,23.31204414,13.60171223
123,2010,27.35705376,8.21304512
123,2011,21.91199493,8.033032417
123,2012,26.71465492,17.28659439
123,2013,18.71694946,6.576140881
123,2014,27.45493126,9.074770927
123,2015,27.98686028,14.65077114
123,2016,26.32666397,14.36724854
123,2017,26.92842293,11.69107628
123,2018,21.96692276,10.25040913
123,2019,22.31030083,6.969571114
123,2020,25.954422,18.74964714
124,2001,23.4425354,9.708890915
124,2002,19.57658005,12.50176144
124,2003,25.7748661,8.861673355
124,2004,22.10735512,10.04333305
124,2005,28.55885315,7.533521652
124,2006,22.84849739,8.965267181
124,2007,22.49444389,9.181264877
124,2008,30.01137352,12.67008877
124,2009,23.87120819,13.88692474
124,2010,29.01064491,17.10927773
124,2011,22.10567093,9.993647575
124,2012,24.11181641,14.10438251
124,2013,20.23169708,5.515142441
124,2014,20.70811081,8.337450981
124,2015,22.20879936,15.32238865
124,2016,19.94664001,11.75058651
124,2017,28.50755119,12.02895069
124,2018,15.7455349,9.051980019
124,2019,27.09757423,7.258918285
124,2020,23.08745956,16.27577972
125,2001,22.05123901,13.35915089
125,2002,25.92195702,14.72010231
125,2003,25.6228714,13.44218922
125,2004,19.86270714,8.534804344
125,2005,29.3450985,9.358360291
125,2006,28.71476364,9.004863739
125,2007,25.82759094,13.90797329
125,2008,23.98289299,14.43744469
125,2009,25.13911629,10.54662418
125,2010,28.91257668,16.9696331
125,2011,23.47383881,6.093053341
125,2012,27.34469986,12.03007984
125,2013,19.69548416,8.994117737
125,2014,22.64225006,7.456738472
125,2015,21.58403206,8.379173279
125,2016,21.29981422,11.82929516
