siteno,sitename,datetime,temp,windspeed,precipitation,airpress,humidity,itemp,ihumidity,leafwet
612,傍林,2023-05-16 5:00,13.3,0,0,1007.8,95,13,96.3,15
612,傍林,2023-05-16 6:00,13.3,0.7,0,1008.3,95,13.3,96.7,15
612,傍林,2023-05-16 7:00,15,0,0,1008.7,88,15.5,96.1,10.1
612,傍林,2023-05-16 8:00,17.5,0.6,0,1008.8,75,20.9,80.9,0.9
612,傍林,2023-05-16 9:00,20.7,0.9,0,1008.8,62,26,57.5,0.6
612,傍林,2023-05-16 10:00,24.8,0.8,0,1008.5,53,27.7,51.5,0.6
612,傍林,2023-05-16 11:00,27,2.3,0,1008.2,40,30.3,45.9,0
612,傍林,2023-05-16 12:00,27.7,3.2,0,1007.8,38,32,40,0
612,傍林,2023-05-16 13:00,29.3,3,0,1007.2,33,33,33.1,0
612,傍林,2023-05-16 14:00,30.5,3.7,0,1006.7,31,32.2,32.8,0
612,傍林,2023-05-16 15:00,30.2,3.3,0,1006.6,28,31.4,28.9,0
612,傍林,2023-05-16 16:00,29.8,2.9,0,1006.5,26,30.6,27.2,0
612,傍林,2023-05-16 17:00,29.2,3,0,1006.6,26,30.4,23.8,0
612,傍林,2023-05-16 18:00,28.7,1.9,0,1006.6,27,28.9,30.1,0
612,傍林,2023-05-16 19:00,25.9,2.2,0,1007.1,32,21.6,52.2,0
612,傍林,2023-05-16 20:00,22.7,0.7,0,1007.7,41,19.8,56.3,0
612,傍林,2023-05-16 21:00,22.2,1.6,0,1008.5,42,18.2,61.1,0
612,傍林,2023-05-16 22:00,19.8,0.2,0,1009.4,51,16.1,74.4,0.6
612,傍林,2023-05-16 23:00,17.7,0.3,0,1010.3,60,14.2,84.4,2.9
612,傍林,2023-05-17 0:00,17.8,1.6,0,1010.6,63,13.9,86.8,5.1
612,傍林,2023-05-17 1:00,16.3,0.7,0,1010.7,71,13.8,88.8,10.9
612,傍林,2023-05-17 2:00,14.8,0,0,1010.5,78,13.1,92,14.4
612,傍林,2023-05-17 3:00,14.7,0.9,0,1010.7,80,12.8,93.2,15
612,傍林,2023-05-17 4:00,15,1.4,0,1010.7,81,12.5,94.4,15
612,傍林,2023-05-17 5:00,14.4,2.2,0,1010.8,87,12.2,95,15
612,傍林,2023-05-17 6:00,13.8,0,0,1011.2,89,12.8,95.7,15
612,傍林,2023-05-17 7:00,17.1,0,0,1011.5,81,17,88.4,1.6
612,傍林,2023-05-17 8:00,20.2,0.8,0,1011.1,64,22.4,71.3,0.7
612,傍林,2023-05-17 9:00,23,0.5,0,1011.1,53,25.7,47.8,0.6
612,傍林,2023-05-17 10:00,25.8,2.8,0,1010.9,38,28.8,44.1,0.6
612,傍林,2023-05-17 11:00,26.8,3,0,1010.9,38,28.5,41.8,0
612,傍林,2023-05-17 12:00,28.3,3.2,0,1010.3,31,31.9,37,0
612,傍林,2023-05-17 13:00,29.3,2.8,0,1009.6,28,31.6,29.3,0
612,傍林,2023-05-17 14:00,29.7,3.1,0,1009.2,28,31.2,34.8,0
612,傍林,2023-05-17 15:00,29.4,3.4,0,1008.7,31,31.6,32.8,0
612,傍林,2023-05-17 16:00,28.9,3.3,0,1008.5,33,30,40.3,0
612,傍林,2023-05-17 17:00,28.1,3.2,0,1008.4,30,28.7,37.5,0
612,傍林,2023-05-17 18:00,27.4,2.9,0,1008.5,34,27.9,40.8,0.6
612,傍林,2023-05-17 19:00,25.7,2.2,0,1009.1,37,22.9,63.2,0
612,傍林,2023-05-17 20:00,21.8,1,0,1009.8,53,19.8,70.7,0.6
612,傍林,2023-05-17 21:00,21.3,0.9,0,1010.7,65,19.3,77.7,0.7
612,傍林,2023-05-17 22:00,19.8,0,0,1011.2,73,18.1,83.3,1.8
612,傍林,2023-05-17 23:00,18.1,0,0,1011,78,17.2,89.8,12.8
612,傍林,2023-05-18 0:00,17.5,0.2,0,1010.4,85,17,91.6,14.7
612,傍林,2023-05-18 1:00,17.2,0.9,0,1009.7,88,16.9,93.8,15
612,傍林,2023-05-18 2:00,17.1,0.5,0,1009.4,89,16.7,94.3,15
612,傍林,2023-05-18 3:00,17.5,0.2,0,1009.4,90,17.1,93.7,14.8
612,傍林,2023-05-18 4:00,17.4,0.3,0,1009.4,90,17.6,93.1,13.6
612,傍林,2023-05-18 5:00,17.4,0.5,0,1009,90,18.1,91.4,7.3
612,傍林,2023-05-18 6:00,17.6,0.5,0,1009.3,91,17.8,92.2,13.1
612,傍林,2023-05-18 7:00,18.2,1.2,0,1009.4,90,18.5,91.6,6.1
612,傍林,2023-05-18 8:00,19.3,1.2,0,1009.5,81,19.1,90.8,4.7
612,傍林,2023-05-18 9:00,19.6,1.6,0,1008.8,84,21.4,81.1,0.9
612,傍林,2023-05-18 10:00,20.7,1.3,0,1008.7,77,21.8,61.4,0.6
612,傍林,2023-05-18 11:00,21.7,1,0,1008.3,68,22.6,53.1,0
612,傍林,2023-05-18 12:00,22.7,4.1,0,1008.2,45,21.7,57.9,0
612,傍林,2023-05-18 13:00,21.4,3.1,0,1007.9,51,22.5,59.3,0
612,傍林,2023-05-18 14:00,21.2,4,0,1007.4,55,22.9,62.5,0.6
612,傍林,2023-05-18 15:00,20.4,3.7,0,1007,63,23.2,62.5,0.6
612,傍林,2023-05-18 16:00,20.3,3.1,0,1006.4,66,21.6,69.6,0.6
612,傍林,2023-05-18 17:00,19.7,2.8,0,1006.2,66,20.1,72.5,0.6
612,傍林,2023-05-18 18:00,19.4,2.8,0,1005.9,67,20,73.3,0.6
612,傍林,2023-05-18 19:00,18.8,2.9,0,1005.9,68,18.7,76.7,0.6
612,傍林,2023-05-18 20:00,18.7,1.2,0,1006,68,17.7,81,0.8
612,傍林,2023-05-18 21:00,18.2,0.8,0,1006.5,68,17.9,77.8,0.7
612,傍林,2023-05-18 22:00,18.3,2.4,0,1006.6,69,17.5,79.1,0.8
612,傍林,2023-05-18 23:00,18.1,0.8,0,1006.4,70,17.1,80.8,0.8
612,傍林,2023-05-19 0:00,18,1.2,0,1005.9,71,16.9,80.9,0.8
612,傍林,2023-05-19 1:00,17,1.7,0,1005.4,75,16.7,82,0.9
612,傍林,2023-05-19 2:00,16.5,1.6,0,1005.1,80,16.4,82.5,0.9
612,傍林,2023-05-19 3:00,14.6,0.9,0,1004.7,88,16.6,81.4,0.8
612,傍林,2023-05-19 4:00,14.2,0.8,0,1004.3,89,16.2,83,0.9
612,傍林,2023-05-19 5:00,13.6,0.7,0,1005.1,92,16.6,82.4,0.9
612,傍林,2023-05-19 6:00,15.8,1.1,0,1005.5,82,17.2,79.9,0.8
612,傍林,2023-05-19 7:00,17.3,0.6,0,1005.7,76,19.5,73.1,0.7
612,傍林,2023-05-19 8:00,20,2.1,0,1006,64,19.7,73.2,0.6
612,傍林,2023-05-19 9:00,21.6,2.6,0,1006.1,59,21.5,68.6,0.6
612,傍林,2023-05-19 10:00,21.5,2.3,0,1006.6,58,22.7,62.5,0.6
612,傍林,2023-05-19 11:00,22.8,3.1,0,1006.6,55,24,59.8,0.6
612,傍林,2023-05-19 12:00,22.9,3.4,0,1006.3,52,23.5,59.5,0
612,傍林,2023-05-19 13:00,23.7,2.7,0,1006.1,51,24.1,58.8,0
612,傍林,2023-05-19 14:00,24.2,2.5,0,1006,51,27.6,49.2,0
612,傍林,2023-05-19 15:00,24,1.4,0,1005.8,50,26.8,53.5,0
612,傍林,2023-05-19 16:00,24.7,2.7,0,1005.2,46,28.8,46.9,0
612,傍林,2023-05-19 17:00,24.5,1.7,0,1004.8,49,25.7,53.3,0.6
612,傍林,2023-05-19 18:00,24.5,2.4,0,1004.7,48,25.3,56.5,0
612,傍林,2023-05-19 19:00,22.7,0.5,0,1005.6,56,22.2,66.1,0
612,傍林,2023-05-19 20:00,21.5,0.4,0,1006.4,63,18.5,79.9,0.7
612,傍林,2023-05-19 21:00,18.9,0,0,1007.1,75,17.1,85.4,2
612,傍林,2023-05-19 22:00,17.8,0,0,1007.8,81,16.4,90.1,10
612,傍林,2023-05-19 23:00,16.9,0,0,1008,86,15.7,91.8,12.4
612,傍林,2023-05-20 0:00,15.7,0.3,0,1007.7,91,15.2,93.1,14.4
612,傍林,2023-05-20 1:00,15.2,0,0,1007.3,94,14.4,94,15
612,傍林,2023-05-20 2:00,14.5,0.6,0,1007.8,95,14,94.9,15
612,傍林,2023-05-20 3:00,14,0,0,1008.1,95,14,95.7,15
612,傍林,2023-05-20 4:00,13.8,0.2,0,1008,97,13.3,95.9,15
612,傍林,2023-05-20 5:00,13.2,0.1,0,1008.3,97,13.2,96.7,15
612,傍林,2023-05-20 6:00,13.2,0.3,0,1008.8,98,13.4,97,15
612,傍林,2023-05-20 7:00,16.1,0,0,1009.4,91,16.4,94.8,4.3
612,傍林,2023-05-20 8:00,18.9,0.5,0,1009,77,21.3,77.1,0.8
612,傍林,2023-05-20 9:00,21.2,0.8,0,1008.7,68,22.9,70.3,0.7
612,傍林,2023-05-20 10:00,22.8,2,0,1008.4,61,24.7,65.8,0.6
612,傍林,2023-05-20 11:00,24.1,2.1,0,1007.8,57,25.3,64.3,0.6
612,傍林,2023-05-20 12:00,24.1,2.3,0,1008,59,27,57.4,0.6
612,傍林,2023-05-20 13:00,25.7,2.5,0,1007.2,49,28.1,54.4,0
612,傍林,2023-05-20 14:00,26.5,2.2,0,1006.6,44,27.9,53.6,0
612,傍林,2023-05-20 15:00,26.6,1.9,0,1006.3,48,27.8,56.8,0
612,傍林,2023-05-20 16:00,25.4,3.7,0,1006.3,51,27.9,55.5,0.6
612,傍林,2023-05-20 17:00,24.8,3.3,0,1006.4,53,25.4,59.4,0
612,傍林,2023-05-20 18:00,24.2,2.5,0,1006,52,24.1,59.8,0
612,傍林,2023-05-20 19:00,22.5,2.5,0,1006.3,53,20.3,77,1.1
612,傍林,2023-05-20 20:00,20,2.5,0,1007.4,68,17.6,85.7,4.2
612,傍林,2023-05-20 21:00,17.9,1.8,0,1008.9,79,16.4,90.2,10.7
612,傍林,2023-05-20 22:00,16.7,1.9,0,1009.6,84,16.4,90.5,6.8
612,傍林,2023-05-20 23:00,16.1,2.1,0,1009.2,85,16,90.1,6.2
